,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,PositiveSentiment,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating
3830,3831,2.0,1.0,3.0,21.0,39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,1,Male,3,Research Scientist,Married,106090,2.0,Y,17,8,1,10.0,2,7,7,7,3,3
3831,3832,4.0,1.0,3.0,22.5,27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,4,Research Scientist,Divorced,44470,1.0,Y,13,8,0,7.0,4,7,0,7,3,3
3832,3833,2.0,1.0,3.0,22.25,35,No,Travel_Rarely,Research & Development,2,3,Medical,1,Female,2,Sales Executive,Married,21570,1.0,Y,25,8,0,16.0,1,16,1,10,2,4
3833,3834,2.0,1.0,2.0,21.5,28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Male,3,Manufacturing Director,Divorced,46010,0.0,Y,15,8,2,6.0,2,5,0,0,3,3
3834,3835,3.0,4.0,3.0,82.5,21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,Female,1,Laboratory Technician,Single,170990,1.0,Y,14,8,1,3.0,2,2,2,2,3,3
3835,3836,2.0,4.0,4.0,70.25,18,Yes,Travel_Frequently,Research & Development,3,5,Medical,1,Male,1,Research Director,Single,24790,1.0,Y,12,8,1,0.0,2,0,0,0,2,3
3836,3837,4.0,3.0,3.0,80.37,47,No,Travel_Rarely,Research & Development,25,4,Medical,1,Male,2,Research Scientist,Married,148520,3.0,Y,19,8,3,27.0,3,5,1,0,2,3
3837,3838,3.0,3.0,3.0,70.37,39,No,Travel_Rarely,Sales,2,4,Life Sciences,1,Male,1,Laboratory Technician,Divorced,72640,0.0,Y,17,8,0,11.0,5,10,0,7,3,3
3838,3839,1.0,3.0,3.0,71.39,40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,1,Male,1,Laboratory Technician,Married,56660,1.0,Y,14,8,1,18.0,2,18,14,12,3,3
3839,3840,3.0,3.0,3.0,70.37,35,No,Non-Travel,Research & Development,29,3,Medical,1,Female,2,Sales Executive,Married,78230,1.0,Y,13,8,1,15.0,3,14,2,9,3,3
3840,3841,3.0,3.0,2.0,70.25,37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,1,Male,1,Laboratory Technician,Married,78800,3.0,Y,12,8,1,9.0,2,4,0,2,4,3
3841,3842,1.0,3.0,1.0,70.0,39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,1,Female,2,Manager,Single,131940,0.0,Y,11,8,0,10.0,2,9,3,8,3,3
3842,3843,4.0,4.0,3.0,91.0,45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,Female,2,Laboratory Technician,Divorced,50670,1.0,Y,11,8,2,10.0,3,10,3,9,2,3
3843,3844,4.0,3.0,4.0,72.5,38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,3,Sales Executive,Married,50790,3.0,Y,11,8,0,10.0,3,5,0,2,3,3
3844,3845,4.0,1.0,3.0,60.5,35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,Healthcare Representative,Married,23210,9.0,Y,12,8,1,15.0,0,13,6,0,3,3
3845,3846,2.0,2.0,1.0,47.25,37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,2,Healthcare Representative,Married,174440,1.0,Y,14,8,0,8.0,4,8,7,7,3,3
3846,3847,3.0,4.0,2.0,91.5,40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,1,Female,2,Healthcare Representative,Single,24040,6.0,Y,17,8,0,18.0,2,4,3,3,2,3
3847,3848,1.0,4.0,3.0,70.26,44,No,Travel_Frequently,Sales,2,2,Marketing,1,Male,1,Laboratory Technician,Married,34520,4.0,Y,11,8,1,14.0,2,10,0,2,2,3
3848,3849,3.0,4.0,3.0,26.25,48,No,Travel_Frequently,Sales,10,4,Marketing,1,Female,3,Manager,Married,22700,2.0,Y,14,8,3,23.0,2,2,2,2,3,3
3849,3850,1.0,4.0,2.0,91.5,35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,2,Manager,Divorced,173990,6.0,Y,12,8,0,7.0,3,2,2,2,1,3
3850,3851,1.0,4.0,3.0,91.5,24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,1,Male,2,Research Scientist,Single,54880,1.0,Y,22,8,1,6.0,6,6,1,3,3,4
3851,3852,2.0,3.0,3.0,70.25,27,No,Travel_Rarely,Sales,10,4,Life Sciences,1,Male,3,Sales Executive,Married,194190,7.0,Y,14,8,1,5.0,2,3,0,2,1,3
3852,3853,4.0,4.0,2.0,93.56,27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,1,Research Scientist,Single,28110,2.0,Y,20,8,0,6.0,3,4,1,2,3,4
3853,3854,1.0,1.0,1.0,21.39,40,Yes,Travel_Rarely,Sales,16,4,Marketing,1,Male,1,Research Director,Single,36330,3.0,Y,16,8,2,10.0,0,4,0,3,3,3
3854,3855,3.0,3.0,3.0,71.5,29,No,Travel_Rarely,Research & Development,20,1,Medical,1,Female,2,Manager,Single,41630,9.0,Y,15,8,1,8.0,4,5,1,4,2,3
3855,3856,2.0,1.0,3.0,22.5,36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,3,Sales Executive,Married,21320,4.0,Y,20,8,0,9.0,1,3,0,2,2,4
3856,3857,4.0,3.0,3.0,72.0,25,No,Travel_Frequently,Sales,5,1,Marketing,1,Male,4,Manufacturing Director,Divorced,139730,1.0,Y,14,8,0,7.0,3,7,0,7,2,3
3857,3858,4.0,2.0,3.0,45.25,39,No,Travel_Rarely,Sales,10,3,Marketing,1,Female,2,Research Director,Married,26840,4.0,Y,12,8,0,7.0,2,5,1,0,3,3
3858,3859,1.0,2.0,3.0,45.0,49,No,Travel_Rarely,Sales,4,2,Life Sciences,1,Male,2,Research Director,Married,108450,3.0,Y,24,8,0,27.0,4,4,1,2,2,4
3859,3860,4.0,1.0,3.0,21.0,50,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,3,Sales Executive,Divorced,43770,5.0,Y,12,8,1,19.0,2,14,1,11,2,3
3860,3861,3.0,3.0,3.0,71.25,20,No,Travel_Rarely,Research & Development,18,4,Medical,1,Female,2,Sales Executive,Single,37430,1.0,Y,13,8,1,2.0,2,2,2,2,3,3
3861,3862,4.0,2.0,3.0,45.25,34,No,Travel_Rarely,Research & Development,10,3,Medical,1,Male,3,Laboratory Technician,Divorced,41480,1.0,Y,11,8,0,11.0,3,11,7,9,3,3
3862,3863,1.0,2.0,3.0,45.25,36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,2,Healthcare Representative,Single,10510,2.0,Y,14,8,0,15.0,2,4,1,3,3,3
3863,3864,3.0,3.0,3.0,71.39,49,No,Travel_Rarely,Human Resources,6,2,Life Sciences,1,Female,2,Research Scientist,Married,107390,2.0,Y,11,8,3,30.0,3,15,2,12,3,3
3864,3865,4.0,3.0,3.0,71.39,36,No,Non-Travel,Research & Development,8,4,Life Sciences,1,Male,4,Laboratory Technician,Married,103880,0.0,Y,14,8,0,4.0,2,3,1,2,3,3
3865,3866,4.0,1.0,3.0,22.25,36,No,Travel_Rarely,Research & Development,2,2,Medical,1,Female,2,Healthcare Representative,Divorced,114160,6.0,Y,16,8,0,13.0,2,5,0,4,3,3
3866,3867,2.0,3.0,3.0,72.0,54,No,Travel_Rarely,Sales,24,3,Marketing,1,Male,1,Laboratory Technician,Married,26000,3.0,Y,14,8,0,36.0,5,10,4,7,3,3
3867,3868,3.0,3.0,3.0,72.25,43,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,1,Research Scientist,Married,24220,1.0,Y,11,8,1,14.0,2,14,6,11,3,3
3868,3869,4.0,4.0,4.0,82.0,35,Yes,Travel_Frequently,Research & Development,17,4,Medical,1,Male,1,Research Director,Single,54720,3.0,Y,11,8,1,13.0,3,11,6,7,2,3
3869,3870,4.0,4.0,4.0,70.0,38,No,Travel_Frequently,Research & Development,19,2,Life Sciences,1,Male,2,Research Scientist,Married,24510,7.0,Y,12,8,1,19.0,3,13,2,9,3,3
3870,3871,1.0,2.0,2.0,45.33,29,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,2,Sales Representative,Divorced,42400,1.0,Y,14,8,0,10.0,2,10,0,9,2,3
3871,3872,4.0,4.0,3.0,82.5,33,No,Travel_Rarely,Research & Development,7,3,Medical,1,Male,5,Sales Executive,Divorced,109990,1.0,Y,18,8,3,6.0,3,6,0,4,2,3
3872,3873,4.0,2.0,2.0,47.25,32,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,Male,5,Research Scientist,Divorced,50030,0.0,Y,13,8,0,10.0,5,9,1,6,3,3
3873,3874,1.0,4.0,3.0,70.25,31,No,Travel_Rarely,Research & Development,28,4,Technical Degree,1,Female,2,Sales Executive,Married,127420,1.0,Y,11,8,0,10.0,4,10,0,2,2,3
3874,3875,4.0,1.0,2.0,20.5,49,No,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Laboratory Technician,Divorced,42270,4.0,Y,18,8,0,17.0,3,2,2,2,2,3
3875,3876,4.0,2.0,3.0,45.26,38,No,Travel_Frequently,Sales,29,2,Medical,1,Female,1,Sales Executive,Single,39170,1.0,Y,15,8,3,4.0,2,4,3,3,3,3
3876,3877,2.0,2.0,3.0,45.0,47,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,3,Laboratory Technician,Divorced,183030,6.0,Y,22,8,1,29.0,2,3,1,2,2,4
3877,3878,3.0,3.0,3.0,72.5,49,No,Travel_Rarely,Research & Development,21,3,Medical,1,Male,2,Manufacturing Director,Single,23800,4.0,Y,13,8,0,23.0,3,8,0,0,1,3
3878,3879,4.0,3.0,3.0,71.25,41,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,Female,4,Manager,Single,137260,3.0,Y,12,8,0,21.0,6,2,0,2,4,3
3879,3880,4.0,1.0,3.0,22.0,20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Sales Representative,Single,47770,1.0,Y,18,8,1,2.0,3,2,0,2,3,3
3880,3881,3.0,4.0,3.0,70.26,33,No,Non-Travel,Research & Development,18,2,Medical,1,Female,2,Healthcare Representative,Divorced,63850,1.0,Y,13,8,0,7.0,6,6,1,2,2,3
3881,3882,1.0,3.0,2.0,70.0,36,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,Male,3,Sales Executive,Married,199730,6.0,Y,12,8,0,10.0,2,3,0,2,3,3
3882,3883,3.0,4.0,3.0,70.0,44,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,Female,3,Healthcare Representative,Divorced,68610,4.0,Y,12,8,0,8.0,2,2,2,2,2,3
3883,3884,4.0,3.0,3.0,71.25,23,Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,1,Female,3,Laboratory Technician,Single,49690,1.0,Y,12,8,0,5.0,3,5,1,2,3,3
3884,3885,4.0,3.0,2.0,72.5,38,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,Male,1,Sales Executive,Married,198450,7.0,Y,11,8,1,7.0,3,0,0,0,3,3
3886,3887,4.0,3.0,3.0,70.37,48,Yes,Travel_Frequently,Sales,10,2,Marketing,1,Male,1,Healthcare Representative,Married,63470,2.0,Y,12,8,1,19.0,3,9,7,7,1,3
3887,3888,4.0,2.0,3.0,46.25,32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,Research Scientist,Single,27430,1.0,Y,19,8,1,1.0,2,1,0,0,3,3
3888,3889,4.0,4.0,3.0,93.56,26,No,Non-Travel,Research & Development,18,2,Medical,1,Male,1,Human Resources,Single,108800,1.0,Y,23,8,1,7.0,5,7,5,7,3,4
3889,3890,1.0,2.0,3.0,31.43,55,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,Male,5,Laboratory Technician,Divorced,23420,5.0,Y,11,8,2,8.0,2,4,1,2,3,3
3890,3891,2.0,4.0,4.0,82.5,34,No,Travel_Rarely,Sales,28,3,Life Sciences,1,Female,2,Research Scientist,Married,176500,1.0,Y,19,8,1,15.0,6,15,4,13,1,3
3891,3892,3.0,4.0,4.0,91.0,60,No,Travel_Rarely,Sales,17,4,Medical,1,Male,1,Manager,Divorced,40250,3.0,Y,13,8,1,19.0,5,1,0,0,2,3
3892,3893,2.0,2.0,3.0,47.5,33,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,Manager,Married,97250,1.0,Y,11,8,0,14.0,0,14,2,13,3,3
3893,3894,3.0,4.0,2.0,70.25,37,No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,Male,1,Laboratory Technician,Divorced,119040,1.0,Y,12,8,1,6.0,4,6,1,3,3,3
3894,3895,2.0,4.0,3.0,82.5,34,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Male,1,Healthcare Representative,Married,21770,1.0,Y,13,8,0,10.0,5,10,8,7,3,3
3895,3896,3.0,4.0,3.0,70.0,23,Yes,Travel_Rarely,Research & Development,12,2,Medical,1,Male,2,Research Scientist,Divorced,75250,1.0,Y,14,8,2,3.0,2,3,0,2,3,3
3896,3897,3.0,4.0,3.0,93.56,44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,Male,1,Research Scientist,Married,48340,1.0,Y,14,8,0,9.0,1,8,6,7,4,3
3897,3898,1.0,4.0,4.0,91.25,35,No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,Male,3,Sales Executive,Single,20420,0.0,Y,16,8,0,6.0,2,5,1,4,3,3
3898,3899,4.0,4.0,3.0,91.0,43,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,2,Sales Executive,Married,22200,1.0,Y,11,8,0,10.0,2,10,8,8,1,3
3899,3900,3.0,3.0,3.0,70.25,24,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,3,Sales Executive,Married,10520,1.0,Y,13,8,0,5.0,3,5,0,4,3,3
3900,3901,4.0,3.0,3.0,71.39,41,No,Travel_Rarely,Sales,6,4,Marketing,1,Male,1,Research Scientist,Single,28210,1.0,Y,17,8,0,10.0,3,10,8,7,3,3
3901,3902,4.0,3.0,3.0,70.25,29,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,2,Research Scientist,Married,192370,9.0,Y,11,8,1,9.0,2,5,1,2,3,3
3902,3903,3.0,4.0,2.0,70.0,36,No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,Female,3,Research Scientist,Single,41070,3.0,Y,11,8,1,17.0,2,13,6,7,1,3
3903,3904,3.0,3.0,2.0,72.25,45,No,Non-Travel,Sales,2,3,Life Sciences,1,Female,2,Manufacturing Director,Married,83960,3.0,Y,15,8,2,25.0,3,23,14,4,2,3
3904,3905,4.0,3.0,3.0,72.5,24,Yes,Travel_Rarely,Sales,6,2,Medical,1,Female,2,Manager,Married,20070,1.0,Y,12,8,0,1.0,2,1,0,0,2,3
3905,3906,3.0,3.0,1.0,72.25,47,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,Female,2,Sales Executive,Married,196270,7.0,Y,11,8,2,25.0,1,23,14,10,3,3
3906,3907,4.0,3.0,4.0,70.0,26,No,Travel_Rarely,Research & Development,9,1,Medical,1,Male,1,Sales Executive,Married,106860,1.0,Y,14,8,1,3.0,2,3,0,2,3,3
3907,3908,4.0,2.0,3.0,45.33,45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Research Director,Single,29420,1.0,Y,22,8,1,21.0,4,21,8,6,3,4
3908,3909,1.0,3.0,2.0,72.25,32,No,Travel_Frequently,Sales,1,1,Marketing,1,Male,2,Laboratory Technician,Married,88580,6.0,Y,16,8,1,10.0,2,5,1,3,3,3
3909,3910,2.0,3.0,4.0,72.25,31,No,Travel_Rarely,Research & Development,14,2,Life Sciences,1,Male,1,Sales Executive,Married,167560,1.0,Y,11,8,2,6.0,5,5,0,3,3,3
3911,3912,2.0,1.0,3.0,21.0,40,No,Travel_Rarely,Research & Development,22,2,Technical Degree,1,Male,1,Healthcare Representative,Married,23230,2.0,Y,16,8,1,18.0,2,1,0,0,3,3
3912,3913,2.0,1.0,4.0,20.0,24,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,1,Research Scientist,Divorced,14160,1.0,Y,15,8,1,6.0,3,6,1,2,2,3
3913,3914,3.0,2.0,3.0,46.25,46,No,Travel_Rarely,Research & Development,6,3,Medical,1,Male,4,Sales Executive,Single,46150,6.0,Y,12,8,0,19.0,3,10,0,9,2,3
3914,3915,4.0,3.0,3.0,71.39,35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,1,Laboratory Technician,Married,24610,2.0,Y,20,8,1,17.0,4,7,0,7,3,4
3915,3916,2.0,4.0,2.0,70.25,30,No,Travel_Rarely,Sales,9,4,Marketing,1,Male,1,Laboratory Technician,Married,87220,1.0,Y,17,8,1,10.0,3,10,0,8,3,3
3916,3917,3.0,2.0,1.0,47.25,47,No,Non-Travel,Research & Development,3,2,Life Sciences,1,Female,2,Sales Executive,Married,39550,7.0,Y,12,8,1,4.0,5,1,0,0,3,3
3917,3918,3.0,4.0,2.0,93.56,46,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Female,3,Sales Executive,Divorced,99570,4.0,Y,20,8,0,13.0,1,10,0,3,3,4
3918,3919,2.0,1.0,3.0,20.37,36,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,Manufacturing Director,Divorced,33760,5.0,Y,20,8,0,16.0,3,2,2,2,3,4
3919,3920,1.0,2.0,3.0,47.25,32,Yes,Travel_Rarely,Research & Development,26,3,Medical,1,Female,2,Research Director,Single,88230,6.0,Y,13,8,2,10.0,3,0,0,0,3,3
3920,3921,3.0,2.0,1.0,46.5,23,No,Travel_Rarely,Sales,6,4,Life Sciences,1,Male,3,Manufacturing Director,Single,103220,1.0,Y,14,8,2,3.0,2,3,1,2,3,3
3921,3922,4.0,4.0,2.0,82.5,31,No,Travel_Frequently,Sales,3,3,Marketing,1,Male,2,Sales Executive,Single,46210,2.0,Y,18,8,1,9.0,3,5,1,4,3,3
3922,3923,4.0,4.0,3.0,82.0,39,No,Non-Travel,Research & Development,3,3,Life Sciences,1,Female,2,Manufacturing Director,Married,109760,1.0,Y,11,8,0,9.0,3,9,5,8,2,3
3923,3924,4.0,3.0,1.0,71.0,32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Male,1,Research Scientist,Married,36600,3.0,Y,11,8,2,10.0,0,4,0,2,2,3
3924,3925,2.0,2.0,2.0,47.25,40,No,Travel_Rarely,Sales,6,3,Life Sciences,1,Male,3,Manufacturing Director,Single,104820,1.0,Y,11,8,1,21.0,6,21,12,8,2,3
3925,3926,3.0,3.0,4.0,70.5,45,No,Travel_Rarely,Research & Development,19,4,Medical,1,Male,1,Sales Representative,Married,71190,4.0,Y,15,8,0,9.0,2,5,0,3,3,3
3926,3927,4.0,1.0,3.0,20.37,30,No,Travel_Frequently,Sales,9,3,Life Sciences,1,Male,1,Research Director,Single,95820,0.0,Y,12,8,1,10.0,2,9,0,7,3,3
3927,3928,1.0,4.0,3.0,70.26,24,No,Travel_Frequently,Sales,3,4,Marketing,1,Male,1,Sales Executive,Married,45080,0.0,Y,11,8,1,3.0,5,2,2,1,3,3
3928,3929,3.0,4.0,2.0,82.0,30,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Female,1,Human Resources,Divorced,22070,6.0,Y,14,8,0,6.0,4,4,1,2,3,3
3929,3930,1.0,3.0,3.0,70.37,31,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Male,3,Laboratory Technician,Married,77560,1.0,Y,15,8,2,6.0,3,5,0,2,4,3
3930,3931,3.0,4.0,2.0,82.25,27,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,1,Manager,Single,66940,1.0,Y,13,8,1,6.0,2,6,1,4,2,3
3931,3932,2.0,2.0,3.0,46.5,29,Yes,Travel_Rarely,Sales,4,3,Marketing,1,Male,5,Research Scientist,Single,36910,1.0,Y,13,8,0,2.0,3,2,2,2,3,3
3932,3933,4.0,3.0,4.0,70.5,29,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Female,1,Sales Executive,Single,23770,8.0,Y,21,8,1,10.0,2,3,0,2,3,4
3933,3934,3.0,1.0,3.0,21.0,30,No,Travel_Rarely,Sales,7,3,Life Sciences,1,Male,3,Sales Executive,Divorced,23130,2.0,Y,11,8,0,12.0,5,7,1,7,3,3
3934,3935,4.0,4.0,3.0,70.25,34,No,Travel_Rarely,Research & Development,1,2,Medical,1,Female,2,Healthcare Representative,Married,176650,0.0,Y,11,8,0,6.0,5,5,1,2,2,3
3935,3936,4.0,2.0,2.0,47.0,33,No,Non-Travel,Research & Development,2,4,Medical,1,Male,1,Sales Representative,Single,25960,8.0,Y,14,8,1,13.0,4,11,1,7,3,3
3936,3937,4.0,4.0,4.0,82.25,49,No,Travel_Rarely,Sales,3,4,Marketing,1,Male,1,Sales Executive,Single,47280,3.0,Y,11,8,1,8.0,4,5,0,4,3,3
3937,3938,1.0,1.0,2.0,22.0,33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Male,1,Sales Executive,Single,43020,2.0,Y,13,8,0,11.0,3,0,0,0,1,3
3938,3939,3.0,2.0,2.0,46.5,38,No,Travel_Frequently,Research & Development,28,3,Medical,1,Male,1,Healthcare Representative,Married,29790,4.0,Y,12,8,1,9.0,3,6,0,5,3,3
3939,3940,1.0,3.0,3.0,72.25,31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,1,Male,2,Laboratory Technician,Married,168850,2.0,Y,14,8,2,10.0,2,1,0,0,3,3
3940,3941,4.0,1.0,3.0,21.39,29,No,Travel_Rarely,Research & Development,3,4,Other,1,Female,2,Sales Representative,Divorced,55930,1.0,Y,13,8,1,1.0,3,1,0,0,3,3
3941,3942,3.0,3.0,3.0,71.0,30,No,Travel_Rarely,Research & Development,2,1,Medical,1,Male,1,Sales Representative,Married,104450,3.0,Y,18,8,1,10.0,3,7,1,7,3,3
3942,3943,2.0,2.0,3.0,45.25,32,No,Non-Travel,Research & Development,10,4,Life Sciences,1,Female,1,Laboratory Technician,Single,87400,2.0,Y,11,8,1,12.0,2,7,0,7,3,3
3943,3944,2.0,4.0,3.0,91.5,38,No,Travel_Rarely,Research & Development,8,2,Technical Degree,1,Female,1,Manufacturing Director,Married,25140,3.0,Y,11,8,0,15.0,2,1,1,0,2,3
3944,3945,3.0,3.0,3.0,72.25,43,Yes,Travel_Frequently,Research & Development,1,4,Other,1,Male,3,Sales Executive,Married,76550,9.0,Y,12,8,1,6.0,3,1,0,0,3,3
3945,3946,2.0,2.0,2.0,45.0,42,No,Travel_Rarely,Human Resources,1,3,Other,1,Female,1,Healthcare Representative,Divorced,174650,8.0,Y,13,8,1,7.0,3,5,0,4,3,3
3946,3947,3.0,1.0,3.0,20.37,55,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Female,1,Sales Executive,Married,73510,8.0,Y,20,8,1,34.0,3,1,0,0,3,4
3947,3948,4.0,2.0,2.0,45.25,33,No,Non-Travel,Research & Development,14,3,Other,1,Male,1,Research Scientist,Divorced,108200,5.0,Y,12,8,0,11.0,2,9,1,7,3,3
3948,3949,3.0,1.0,3.0,21.25,41,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,1,Sales Representative,Divorced,121690,1.0,Y,19,8,0,5.0,2,5,0,4,3,3
3949,3950,4.0,3.0,3.0,72.0,34,No,Non-Travel,Research & Development,7,4,Medical,1,Female,1,Research Scientist,Divorced,196260,1.0,Y,21,8,0,15.0,5,15,0,7,2,4
3950,3951,1.0,3.0,2.0,70.25,53,No,Non-Travel,Research & Development,10,4,Medical,1,Male,2,Healthcare Representative,Married,20700,4.0,Y,13,8,2,27.0,2,3,0,2,4,3
3951,3952,2.0,4.0,3.0,70.25,43,No,Travel_Rarely,Sales,16,2,Marketing,1,Female,1,Laboratory Technician,Single,67820,0.0,Y,16,8,1,10.0,2,9,1,8,3,3
3952,3953,4.0,4.0,3.0,93.56,34,No,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,5,Sales Executive,Single,77790,5.0,Y,12,8,1,6.0,2,2,2,2,3,3
3953,3954,2.0,2.0,3.0,45.25,21,Yes,Travel_Rarely,Sales,1,2,Marketing,1,Male,5,Healthcare Representative,Single,27910,1.0,Y,14,8,0,1.0,3,1,1,0,4,3
3954,3955,4.0,3.0,3.0,72.0,38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Female,2,Sales Executive,Married,32010,1.0,Y,11,8,1,5.0,3,5,0,4,2,3
3955,3956,3.0,1.0,3.0,22.5,22,Yes,Travel_Rarely,Research & Development,1,3,Other,1,Male,4,Research Scientist,Married,49680,1.0,Y,14,8,0,1.0,3,1,0,0,3,3
3956,3957,1.0,4.0,3.0,82.0,31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Male,5,Sales Executive,Married,131200,1.0,Y,12,8,2,13.0,6,12,5,7,2,3
3957,3958,1.0,3.0,3.0,70.5,51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Female,1,Manager,Married,40330,2.0,Y,14,8,0,15.0,2,2,2,2,3,3
3958,3959,2.0,2.0,3.0,45.0,37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Male,2,Sales Executive,Married,32910,1.0,Y,16,8,3,5.0,2,5,0,3,2,3
3959,3960,3.0,4.0,3.0,93.56,46,No,Travel_Rarely,Sales,3,4,Marketing,1,Female,1,Sales Representative,Divorced,42720,7.0,Y,13,8,0,24.0,3,2,2,2,4,3
3960,3961,4.0,1.0,3.0,22.0,36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1,Female,4,Research Scientist,Married,50560,7.0,Y,12,8,0,15.0,2,12,5,7,2,3
3961,3962,3.0,2.0,2.0,45.25,44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,1,Male,1,Research Scientist,Divorced,28440,1.0,Y,12,8,0,6.0,2,5,2,3,4,3
3962,3963,3.0,2.0,2.0,31.43,37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,1,Male,2,Sales Executive,Divorced,27030,2.0,Y,14,8,0,19.0,2,10,4,7,3,3
3963,3964,3.0,4.0,3.0,91.5,35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Male,2,Research Scientist,Single,19040,1.0,Y,22,8,1,10.0,4,10,7,7,3,4
3964,3965,4.0,1.0,3.0,20.37,33,No,Travel_Rarely,Research & Development,8,5,Medical,1,Male,2,Laboratory Technician,Married,82240,6.0,Y,19,8,0,14.0,3,10,7,6,3,3
3965,3966,3.0,4.0,4.0,82.0,28,No,Travel_Rarely,Sales,9,3,Medical,1,Female,2,Sales Executive,Married,47660,1.0,Y,12,8,0,5.0,3,5,0,3,3,3
3966,3967,3.0,3.0,3.0,70.37,39,No,Travel_Rarely,Sales,3,4,Marketing,1,Female,2,Laboratory Technician,Single,26100,7.0,Y,12,8,0,9.0,2,4,2,2,2,3
3967,3968,2.0,2.0,3.0,47.5,46,No,Non-Travel,Research & Development,9,2,Life Sciences,1,Male,2,Manufacturing Director,Single,57310,8.0,Y,17,8,0,6.0,2,2,2,2,3,3
3968,3969,3.0,1.0,2.0,20.0,40,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,1,Research Director,Married,25390,4.0,Y,12,8,1,7.0,3,4,0,2,3,3
